,VerseId,VerseContent,UntrimmedAudio
10657,JUD.1.5,"Nubwo ibyo byose mubizi, ndashaka kubibutsa ko Nyagasani",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/JUD/1-21bf5e01e1ac2cbd7f5ba13e9b47edf1.mp3?version_id=387
10658,JUD.1.6,"Mwibuke n'abamarayika batagumye mu myanya Imana yabahaye, maze bakivana ahasusurutse. Barindiwe mu mwijima baboheshejwe iminyururu ihoraho iteka, bategereje kuzacirwa urubanza kuri wa munsi ukomeye. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/JUD/1-21bf5e01e1ac2cbd7f5ba13e9b47edf1.mp3?version_id=387
10659,JUD.1.7,"Mwibuke na Sodoma na Gomora n'imijyi yari ihakikije, ukuntu abaturage baho batwawe n'ubusambanyi no guhuza ibitsina bimwe. Bahawe igihano cy'umuriro w'iteka, kugira ngo bibere bose urugero.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/JUD/1-21bf5e01e1ac2cbd7f5ba13e9b47edf1.mp3?version_id=387
10661,JUD.1.8,"Na ba bandi ni ko babigenza: bagira inzozi zituma bangiza imibiri yabo, bagasuzugura ubutegetsi ubwo ari bwo bwose",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/JUD/1-21bf5e01e1ac2cbd7f5ba13e9b47edf1.mp3?version_id=387
10662,JUD.1.9,"Nyamara na Mikayeli Umumarayika mukuru, igihe yajyaga impaka na Satani baburana umurambo wa Musa,",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/JUD/1-21bf5e01e1ac2cbd7f5ba13e9b47edf1.mp3?version_id=387
10663,JUD.1.10,"Ariko abo bantu bapfa gutuka icyo batazi cyose, naho ibyo bazi bituruka kuri kamere yabo, kimwe n'inyamaswa zitagira ubwenge, ni na byo biboreka. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/JUD/1-21bf5e01e1ac2cbd7f5ba13e9b47edf1.mp3?version_id=387
10664,JUD.1.11,"Bazabona ishyano! Banyuze mu nzira ya Kayini, bakohokera mu buyobe bwa BalÄÅmu ari inyungu bakurikiranye, bagatikirira mu myivumbagatanyo nka KÅçra. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/JUD/1-21bf5e01e1ac2cbd7f5ba13e9b47edf1.mp3?version_id=387
10665,JUD.1.12,Ni bo baza kwangiza ugusangira kwa kivandimwe,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/JUD/1-21bf5e01e1ac2cbd7f5ba13e9b47edf1.mp3?version_id=387
10666,JUD.1.13,"Ni umuhengeri wo mu nyanja warubiye, ukavundereza ifuro ry'ibiteye isoni bakora. Ni inyenyeri zizerera, zagenewe umwijima w'icuraburindi iteka ryose.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/JUD/1-21bf5e01e1ac2cbd7f5ba13e9b47edf1.mp3?version_id=387
10668,JUD.1.14,"Henoki uwa karindwi mu masekuruza kuva kuri Adamu, yahanuye iby'abo bantu agira ati: â€œDore Nyagasani azanye n'intore ze ibihumbi n'ibihumbi,",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/JUD/1-21bf5e01e1ac2cbd7f5ba13e9b47edf1.mp3?version_id=387
10669,JUD.1.15,"aje gucira abantu bose urubanza no gushinja abatubaha Imana bose, ibyo bakoze byose byo kuyisuzugura n'ibitutsi abanyabyaha bayitutse!â€ù ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/JUD/1-21bf5e01e1ac2cbd7f5ba13e9b47edf1.mp3?version_id=387
10670,JUD.1.16,"Abo bantu bahora bijujuta kandi binuba, bagengwa n'irari ryabo. Bahora mu magambo y'ubwirasi, kandi bakaryoshyaryoshya abo bashakaho inyungu.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/JUD/1-21bf5e01e1ac2cbd7f5ba13e9b47edf1.mp3?version_id=387
10672,JUD.1.17,"Nyamara mwebweho ncuti nkunda, mwibuke ibyahanuwe kera n'Intumwa z'Umwami wacu Yezu Kristo. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/JUD/1-21bf5e01e1ac2cbd7f5ba13e9b47edf1.mp3?version_id=387
10673,JUD.1.18,"Zarababwiye ziti: â€œMu minsi y'imperuka hazaduka abakobanyi, bakurikiza irari ribatera gusuzugura Imanaâ€ù. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/JUD/1-21bf5e01e1ac2cbd7f5ba13e9b47edf1.mp3?version_id=387
10674,JUD.1.19,"Abo ni ba bantu bazana kwicamo ibice, bagengwa na kamere yabo, ntibagengwe na Mwuka w'Imana. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/JUD/1-21bf5e01e1ac2cbd7f5ba13e9b47edf1.mp3?version_id=387
10675,JUD.1.20,"Ariko mwebweho ncuti nkunda, mugumye mwishingikirize ku byerekeye Kristo twemera bitagira amakemwa, musenge muvugishwa na Mwuka Muziranenge. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/JUD/1-21bf5e01e1ac2cbd7f5ba13e9b47edf1.mp3?version_id=387
10676,JUD.1.21,"Byongeye kandi muhame mu rukundo rw'Imana, mutegereje ko Umwami wacu Yezu Kristo abageza ku bugingo buhoraho kubera imbabazi ze.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/JUD/1-21bf5e01e1ac2cbd7f5ba13e9b47edf1.mp3?version_id=387
10678,JUD.1.22,"Abagishidikanya mubagirire impuhwe, ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/JUD/1-21bf5e01e1ac2cbd7f5ba13e9b47edf1.mp3?version_id=387
10679,JUD.1.23,"mubarokore nk'ababarura mu muriro. Abandi mubagirire impuhwe zivanze n'ubwoba, mwanga ndetse n'imyambaro yabo yandujwe n'imigirire baterwa na kamere yabo.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/JUD/1-21bf5e01e1ac2cbd7f5ba13e9b47edf1.mp3?version_id=387
10681,JUD.1.24,"Imana ni yo ibasha kubarinda kugwa mu cyaha, ikabazana imbere yayo mufite ikuzo ryayo nta makemwa, muvuza n'impundu. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/JUD/1-21bf5e01e1ac2cbd7f5ba13e9b47edf1.mp3?version_id=387
10682,JUD.1.25,"Iyo Mana imwe rukumbi yadukirishije Umwami wacu Yezu Kristo, igumane ikuzo n'ubuhangange n'ububasha n'ubushobozi, kuva mbere na mbere na n'ubu n'iteka ryose. Amina.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/JUD/1-21bf5e01e1ac2cbd7f5ba13e9b47edf1.mp3?version_id=387
10683,REV.1.1,"Ibi ni ibyahishuwe na Yezu Kristo abihawe n'Imana, kugira ngo yereke abagaragu be ibyenda kubaho. Yabimenyesheje umugaragu we Yohani amutumyeho umumarayika. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/1-1d41502c6ad59b8b7d9da9cc1640fe6c.mp3?version_id=387
10684,REV.1.2,"Yohani na we yemeza ijambo ryavuye ku Mana, n'iby'ukuri Yezu Kristo yahamije akurikije ibyo yiboneye. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/1-1d41502c6ad59b8b7d9da9cc1640fe6c.mp3?version_id=387
10685,REV.1.3,"Hahirwa umuntu usoma iki gitabo, hahirwa n'abumva amagambo yahanuwe akirimo kandi bagakurikiza ibyanditswemo, kuko igihe byagenewe cyegereje.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/1-1d41502c6ad59b8b7d9da9cc1640fe6c.mp3?version_id=387
10687,REV.1.4,"Jyewe Yohani, ndabandikiye mwebwe amatorero arindwi yo mu ntara ya Aziya. Imana nibagirire ubuntu ibahe n'amahoro, yo iriho kandi yahozeho, kandi igiye kuza. Nibikore ifatanyije n'ibyitwa ibinyamwuka birindwi",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/1-1d41502c6ad59b8b7d9da9cc1640fe6c.mp3?version_id=387
10688,REV.1.5,"Ibikore kandi ifatanyije na Yezu Kristo umuhamya w'indahemuka, akaba yarabimburiye abandi kuzuka mu bapfuye, akagirwa umutware w'abami bategeka iyi si. Kristo aradukunda, ni na we watubohoye amena amaraso ye kugira ngo atuvane mu byaha byacu. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/1-1d41502c6ad59b8b7d9da9cc1640fe6c.mp3?version_id=387
10689,REV.1.6,Yatugize kandi abantu bo mu bwami bwe b'abatambyi,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/1-1d41502c6ad59b8b7d9da9cc1640fe6c.mp3?version_id=387
10690,REV.1.7,Dore aje ku bicu,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/1-1d41502c6ad59b8b7d9da9cc1640fe6c.mp3?version_id=387
10691,REV.1.8,"Nyagasani Imana Ishoborabyose, iriho kandi yahozeho, kandi igiye kuza iravuga iti: â€œNi jyewe Ntangiriro, ni nanjye Herezo.â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/1-1d41502c6ad59b8b7d9da9cc1640fe6c.mp3?version_id=387
10693,REV.1.9,"Ni jye Yohani umuvandimwe wanyu musangiye amakuba duhÅçrwa Yezu, musangiye kandi ubwami bwe n'ukwihangana duterwa na we. Nari ku kirwa cya Patimo, mpÅçrwa Ijambo ry'Imana n'iby'ukuri Yezu yahamije. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/1-1d41502c6ad59b8b7d9da9cc1640fe6c.mp3?version_id=387
10694,REV.1.10,"Ku munsi wa Nyagasani, Mwuka w'Imana anzaho maze ndabonekerwa, inyuma yanjye numva ijwi rimeze nk'iry'impanda ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/1-1d41502c6ad59b8b7d9da9cc1640fe6c.mp3?version_id=387
10695,REV.1.11,"ry'uvuga cyane ati: â€œIbyo ureba ubyandike mu muzingo w'igitabo, uwoherereze amatorero arindwi yo muri iyi mijyi: Efezi na Simirina na Perugamo, na Tiyatira na Saridi, na Filadelifiya na Lawodiseya.â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/1-1d41502c6ad59b8b7d9da9cc1640fe6c.mp3?version_id=387
10697,REV.1.12,"Ndahindukira kugira ngo ndebe uwambwiraga, maze mbona hateretswe amatara arindwi akozwe mu izahabu. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/1-1d41502c6ad59b8b7d9da9cc1640fe6c.mp3?version_id=387
10698,REV.1.13,"Hagati yayo hari hahagaze usa n'umwana w'umuntu. Yari yambaye ikanzu ndende, igituza cye kizengurutswe n'umukandara w'izahabu. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/1-1d41502c6ad59b8b7d9da9cc1640fe6c.mp3?version_id=387
10699,REV.1.14,"Umutwe we n'umusatsi we byereranaga nk'inyange cyangwa nk'urubura, kandi amaso ye yari nk'indimi z'umuriro. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/1-1d41502c6ad59b8b7d9da9cc1640fe6c.mp3?version_id=387
10700,REV.1.15,"Ibirenge bye byarabagiranaga nk'umuringa wamazwemo inkamba n'umuriro ugasenwa, kandi ijwi rye ryarangiraga nk'amazi menshi asuma. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/1-1d41502c6ad59b8b7d9da9cc1640fe6c.mp3?version_id=387
10701,REV.1.16,"Mu kuboko kwe kw'iburyo yari afite inyenyeri ndwi, naho mu kanwa ke havagamo inkota ityaye. Mu maso he harabagiranaga nk'izuba ryo ku manywa y'ihangu. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/1-1d41502c6ad59b8b7d9da9cc1640fe6c.mp3?version_id=387
10702,REV.1.17,Murabutswe mpita nikubita hasi imbere ye mera nk'uwapfuye.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/1-1d41502c6ad59b8b7d9da9cc1640fe6c.mp3?version_id=387
10703,REV.1.17,"Nuko andambikaho ikiganza cy'iburyo aravuga ati: â€œWitinya! Ni jye Ntangiriro, ni nanjye Herezo. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/1-1d41502c6ad59b8b7d9da9cc1640fe6c.mp3?version_id=387
10704,REV.1.18,"Dore ndi muzima, nari narapfuye none ndiho kugeza iteka ryose. Ni jye ufite imfunguzo, nshobora gufunga no gufungura urupfu n'ikuzimu. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/1-1d41502c6ad59b8b7d9da9cc1640fe6c.mp3?version_id=387
10705,REV.1.19,"Nuko rero andika ibyo ubonye, ari ibiriho ubu ari n'ibigiye gukurikiraho. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/1-1d41502c6ad59b8b7d9da9cc1640fe6c.mp3?version_id=387
10706,REV.1.20,"Ibyerekeye inyenyeri ndwi wabonye mu kiganza cyanjye cy'iburyo, n'amatara arindwi y'izahabu ni ibanga. Dore uko iryo banga risobanura: inyenyeri ndwi ni abamarayika bashinzwe ya matorero arindwi, naho amatara arindwi ni ayo matorero arindwi ubwayo.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/1-1d41502c6ad59b8b7d9da9cc1640fe6c.mp3?version_id=387
10707,REV.2.1,"â€œAndikira umumarayika ushinzwe itorero ry'Imana ryo muri Efezi uti: â€˜Ufashe inyenyeri ndwi mu kuboko kw'iburyo, akanagendera hagati y'amatara arindwi y'izahabu aravuze ngo: ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/2-bbcac2015edfc77b68aa8b83ebb1b342.mp3?version_id=387
10708,REV.2.2,"Nzi ibyo ukora n'ukuntu uvunika ntucogore. Nzi kandi ko utabasha kwihanganira abagizi ba nabi. Wagenzuye abiyita intumwa za Kristo kandi atari zo, maze usanga ko babeshya. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/2-bbcac2015edfc77b68aa8b83ebb1b342.mp3?version_id=387
10709,REV.2.3,"Koko warihanganye, warababajwe bakumpÅçra ntiwacika intege. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/2-bbcac2015edfc77b68aa8b83ebb1b342.mp3?version_id=387
10710,REV.2.4,"Icyakora hari icyo nkugaya, ni uko waretse kunkunda nk'uko wankundaga mbere. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/2-bbcac2015edfc77b68aa8b83ebb1b342.mp3?version_id=387
10711,REV.2.5,"Nuko rero wibuke aho wavuye ukagwa, maze wihane wongere gukora uko wakoraga mbere. Nibitaba bityo nzaza aho uri, nkure itara ryawe aho riteretse niba utihannye. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/2-bbcac2015edfc77b68aa8b83ebb1b342.mp3?version_id=387
10712,REV.2.6,"Nyamara hari icyo ngushimira, ni uko wanga imigenzereze y'abayoboke ba Nikola",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/2-bbcac2015edfc77b68aa8b83ebb1b342.mp3?version_id=387
10714,REV.2.7,"â€œ â€˜Ufite amatwi yumva ngaho niyumve icyo Mwuka w'Imana abwira amatorero yayo! Utsinda wese nzamuha kurya ku mbuto z'igiti cy'ubugingo, kiri mu busitani bw'Imana.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/2-bbcac2015edfc77b68aa8b83ebb1b342.mp3?version_id=387
10716,REV.2.8,"â€œAndikira umumarayika ushinzwe itorero ry'Imana ry'i Simirina uti: â€˜Uw'Intangiriro akaba n'uw'Iherezo, ari na we wari warapfuye none akaba ariho, aravuze ngo: ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/2-bbcac2015edfc77b68aa8b83ebb1b342.mp3?version_id=387
10717,REV.2.9,"Nzi amakuba ugira n'ubukene bwawe, nyamara kandi uri umukungu rwose! Nzi n'ukuntu utukwa n'abiyita Abayahudi kandi atari bo, ahubwo ari abo mu ikoraniro ry'abasenga Satani. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/2-bbcac2015edfc77b68aa8b83ebb1b342.mp3?version_id=387
10718,REV.2.10,"Ntutinye uburyo uzababazwa: dore Satani agiye kubagerageza arohe bamwe muri mwe muri gereza, mugirirwe nabi kumara iminsi icumi. Urabe indahemuka rero kugeza ku gupfa, nanjye nzaguha ubugingo buhoraho ubugire ho ikamba.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/2-bbcac2015edfc77b68aa8b83ebb1b342.mp3?version_id=387
10720,REV.2.11,â€œ â€˜Ufite amatwi yumva ngaho niyumve icyo Mwuka w'Imana abwira amatorero yayo! Utsinda wese ntacyo urupfu rwa kabiri ruzamutwara.â€™,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/2-bbcac2015edfc77b68aa8b83ebb1b342.mp3?version_id=387
10722,REV.2.12,â€œAndikira umumarayika ushinzwe itorero ry'Imana ry'i Perugamo uti: â€˜Ufite inkota ityaye impande zombi aravuze ngo: ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/2-bbcac2015edfc77b68aa8b83ebb1b342.mp3?version_id=387
10723,REV.2.13,"Nzi aho utuye, ni aho Satani ashinze intebe ye ya cyami, ariko ntibyakubujije gukomera kuri jye. Ntiwigeze unyihakana, habe no mu gihe Antipa umuhamya wanjye w'indahemuka yicirwaga iwanyu, aho Satani aganje. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/2-bbcac2015edfc77b68aa8b83ebb1b342.mp3?version_id=387
10724,REV.2.14,"Icyakora mfite ibyo nkugaya: ni uko iwanyu hari abantu bakurikiza inyigisho za BalÄÅmu, wigishije Balaki kugusha Abisiraheli mu cyaha, barya inyama zaterekerejwe ibigirwamana bakanasambana. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/2-bbcac2015edfc77b68aa8b83ebb1b342.mp3?version_id=387
10725,REV.2.15,Iwanyu kandi hari abakurikiza inyigisho z'ubuyobe z'abayoboke ba Nikola. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/2-bbcac2015edfc77b68aa8b83ebb1b342.mp3?version_id=387
10726,REV.2.16,"Nuko rero wihane. Nibitaba bityo ngiye kuza aho uri bidatinze, mbarwanye nkoresheje inkota iva mu kanwa kanjye.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/2-bbcac2015edfc77b68aa8b83ebb1b342.mp3?version_id=387
10728,REV.2.17,â€œ â€˜Ufite amatwi yumva ngaho niyumve icyo Mwuka w'Imana abwira amatorero yayo! Utsinda wese nzamugaburira manu ihishwe. Buri wese kandi nzamuha ibuye ryera ryanditsweho izina rishya,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/2-bbcac2015edfc77b68aa8b83ebb1b342.mp3?version_id=387
10730,REV.2.18,"â€œAndikira umumarayika ushinzwe itorero ry'Imana ry'i Tiyatira uti: â€˜Umwana w'Imana ufite amaso ameze nk'ibirimi by'umuriro, n'ibirenge birabagirana nk'umuringa usenwe aravuze ngo: ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/2-bbcac2015edfc77b68aa8b83ebb1b342.mp3?version_id=387
10731,REV.2.19,"Nzi ibyo ukora n'urukundo ugira, nzi n'uko unyizera n'umurimo unkorera no kwihangana kwawe. Nzi kandi ko ibyo ukora ubu biruta kure ibyo wakoraga mbere. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/2-bbcac2015edfc77b68aa8b83ebb1b342.mp3?version_id=387
10732,REV.2.20,Ariko mfite icyo nkugaya: ni uko wa mugore Yezebeli,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/2-bbcac2015edfc77b68aa8b83ebb1b342.mp3?version_id=387
10733,REV.2.21,Namuhaye igihe cyo kwihana nyamara ntashaka kureka ubusambanyi bwe. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/2-bbcac2015edfc77b68aa8b83ebb1b342.mp3?version_id=387
10734,REV.2.22,"Ni cyo gituma ngiye kumuheza ku buriri hamwe n'abasambane be, kugira ngo bababazwe bikomeye niba batihannye ngo bareke ibibi bakorana na we. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/2-bbcac2015edfc77b68aa8b83ebb1b342.mp3?version_id=387
10735,REV.2.23,"Ndetse n'abana be nzabica, bityo amatorero yose y'Imana azamenyeraho ko jyewe nzi kugenzura ibitekerezo n'ibyifuzo by'abantu. Umuntu wese muri mwe nzamwitura ibikwiriye ibyo azaba yarakoze. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/2-bbcac2015edfc77b68aa8b83ebb1b342.mp3?version_id=387
10736,REV.2.24,"Naho rero abasigaye bo mu muryango w'Imana w'i Tiyatira mwirinze gukurikiza izo nyigisho mbi, nta n'ubwo muzi ibyo bita â€œAmabanga akomeye ya Satani.â€ù Ndabamenyesha ko nta wundi mutwaro mbakoreye, ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/2-bbcac2015edfc77b68aa8b83ebb1b342.mp3?version_id=387
10737,REV.2.25,keretse gukomeza ibyo musanganywe kugeza aho nzazira. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/2-bbcac2015edfc77b68aa8b83ebb1b342.mp3?version_id=387
10738,REV.2.26,"Uzatsinda wese agakomeza gukora ibyo nshaka kugeza ku iherezo, nzamuha ubushobozi bwo gutegeka amahanga ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/2-bbcac2015edfc77b68aa8b83ebb1b342.mp3?version_id=387
10739,REV.2.27+REV.2.28,"nk'uko nabuhawe na Data. Azayaragiza inkoni y'icyuma, ayajanjagure nk'ujanjagura ikibindi,",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/2-bbcac2015edfc77b68aa8b83ebb1b342.mp3?version_id=387
10741,REV.2.29,â€œ â€˜Ufite amatwi yumva ngaho niyumve icyo Mwuka w'Imana abwira amatorero yayo!â€™,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/2-bbcac2015edfc77b68aa8b83ebb1b342.mp3?version_id=387
10742,REV.3.1,â€œAndikira umumarayika ushinzwe itorero ry'Imana ry'i Saridi uti: â€˜Ufite ibinyamwuka,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/3-eb05561534b57f18fd890948cfb2d463.mp3?version_id=387
10743,REV.3.2,Kanguka ukomeze ibyo usigaranye na byo byenda gupfa. Ni koko nasanze ibikorwa byawe imbere y'Imana bituzuye. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/3-eb05561534b57f18fd890948cfb2d463.mp3?version_id=387
10744,REV.3.3,"Nuko rero ibuka ibyo wigishijwe ukabyumva maze ubyitondere, wihane. Naho nutaba maso nzaza ngutunguye nk'umujura, ntabwo uzamenya igihe nzakugereraho. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/3-eb05561534b57f18fd890948cfb2d463.mp3?version_id=387
10745,REV.3.4,Icyakora i Saridi ufite bamwe batanduje,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/3-eb05561534b57f18fd890948cfb2d463.mp3?version_id=387
10746,REV.3.5,"Utsinda wese azambikwa imyambaro yera, kandi sinzigera mpanagura izina rye mu gitabo cy'ubugingo.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/3-eb05561534b57f18fd890948cfb2d463.mp3?version_id=387
10748,REV.3.6,â€œ â€˜Ufite amatwi yumva ngaho niyumve icyo Mwuka w'Imana abwira amatorero yayo!â€™,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/3-eb05561534b57f18fd890948cfb2d463.mp3?version_id=387
10750,REV.3.7,"â€œAndikira umumarayika ushinzwe itorero ry'Imana ry'i Filadelifiya uti: â€˜Uwitwa Umuziranenge n'Umunyakuri wasigaranye urufunguzo rw'Umwami Dawidi,",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/3-eb05561534b57f18fd890948cfb2d463.mp3?version_id=387
10751,REV.3.8,"Nzi ibyo ukora. Nubwo ufite intege nke nzi ko wakurikije ibyo nigishije, kandi ko utigeze unyihakana. Nuko rero ngukinguriye irembo ngo ngutume, nta muntu n'umwe ubasha kugukoma imbere. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/3-eb05561534b57f18fd890948cfb2d463.mp3?version_id=387
10752,REV.3.9,"Bamwe bo mu ikoraniro ry'abasenga Satani babeshya ko ari Abayahudi kandi atari bo, dore ngiye kubakuzanira, bakwikubite imbere, bamenye ko ngukunda. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/3-eb05561534b57f18fd890948cfb2d463.mp3?version_id=387
10753,REV.3.10,"Ubwo wakurikije ibyo nigishije ukanÄÅmbaho, nanjye nzakurinda mu bihe by'amakuba agiye kuzakwira isi yose ngo agerageze abayituye. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/3-eb05561534b57f18fd890948cfb2d463.mp3?version_id=387
10754,REV.3.11,"Ngiye kuza bidatinze, komeza ibyo ufite rero kugira ngo hatagira ugutwara ikamba wagenewe. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/3-eb05561534b57f18fd890948cfb2d463.mp3?version_id=387
10755,REV.3.12,"Utsinda wese nzamugira inkingi mu Ngoro y'Imana yanjye, ntazigera asohokamo ukundi. Nzandika kuri we izina ry'Imana yanjye n'iry'umurwa wayo ari wo Yeruzalemu nshya, igiye kumanuka iturutse mu ijuru ku Mana yanjye. Byongeye kandi nzandika kuri we izina ryanjye rishya.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/3-eb05561534b57f18fd890948cfb2d463.mp3?version_id=387
10757,REV.3.13,â€œ â€˜Ufite amatwi yumva ngaho niyumve icyo Mwuka w'Imana abwira amatorero yayo!â€™,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/REV/3-eb05561534b57f18fd890948cfb2d463.mp3?version_id=387
